Table,Section
EXT_AS_NZS_SHS_C450_L0,SHS 100x100x10.0
EXT_AS_NZS_SHS_C450_L0,SHS 100x100x2.0
EXT_AS_NZS_SHS_C450_L0,SHS 100x100x2.5
EXT_AS_NZS_SHS_C450_L0,SHS 100x100x3.0
EXT_AS_NZS_SHS_C450_L0,SHS 100x100x4.0
EXT_AS_NZS_SHS_C450_L0,SHS 100x100x5.0
EXT_AS_NZS_SHS_C450_L0,SHS 100x100x6.0
EXT_AS_NZS_SHS_C450_L0,SHS 100x100x8.0
EXT_AS_NZS_SHS_C450_L0,SHS 100x100x9.0
EXT_AS_NZS_SHS_C450_L0,SHS 125x125x10.0
EXT_AS_NZS_SHS_C450_L0,SHS 125x125x4.0
EXT_AS_NZS_SHS_C450_L0,SHS 125x125x5.0
EXT_AS_NZS_SHS_C450_L0,SHS 125x125x6.0
EXT_AS_NZS_SHS_C450_L0,SHS 125x125x8.0
EXT_AS_NZS_SHS_C450_L0,SHS 125x125x9.0
EXT_AS_NZS_SHS_C450_L0,SHS 150x150x10.0
EXT_AS_NZS_SHS_C450_L0,SHS 150x150x5.0
EXT_AS_NZS_SHS_C450_L0,SHS 150x150x6.0
EXT_AS_NZS_SHS_C450_L0,SHS 150x150x8.0
EXT_AS_NZS_SHS_C450_L0,SHS 150x150x9.0
EXT_AS_NZS_SHS_C450_L0,SHS 200x200x10.0
EXT_AS_NZS_SHS_C450_L0,SHS 200x200x12.5
EXT_AS_NZS_SHS_C450_L0,SHS 200x200x16.0
EXT_AS_NZS_SHS_C450_L0,SHS 200x200x5.0
EXT_AS_NZS_SHS_C450_L0,SHS 200x200x6.0
EXT_AS_NZS_SHS_C450_L0,SHS 200x200x8.0
EXT_AS_NZS_SHS_C450_L0,SHS 200x200x9.0
EXT_AS_NZS_SHS_C450_L0,SHS 250x250x10.0
EXT_AS_NZS_SHS_C450_L0,SHS 250x250x12.5
EXT_AS_NZS_SHS_C450_L0,SHS 250x250x16.0
EXT_AS_NZS_SHS_C450_L0,SHS 250x250x6.0
EXT_AS_NZS_SHS_C450_L0,SHS 250x250x8.0
EXT_AS_NZS_SHS_C450_L0,SHS 250x250x9.0
EXT_AS_NZS_SHS_C450_L0,SHS 300x300x10.0
EXT_AS_NZS_SHS_C450_L0,SHS 300x300x12.5
EXT_AS_NZS_SHS_C450_L0,SHS 300x300x16.0
EXT_AS_NZS_SHS_C450_L0,SHS 300x300x8.0
EXT_AS_NZS_SHS_C450_L0,SHS 350x350x10.0
EXT_AS_NZS_SHS_C450_L0,SHS 350x350x12.5
EXT_AS_NZS_SHS_C450_L0,SHS 350x350x16.0
EXT_AS_NZS_SHS_C450_L0,SHS 350x350x8.0
EXT_AS_NZS_SHS_C450_L0,SHS 400x400x10.0
EXT_AS_NZS_SHS_C450_L0,SHS 400x400x12.5
EXT_AS_NZS_SHS_C450_L0,SHS 400x400x16.0
EXT_AS_NZS_SHS_C450_L0,SHS 65x65x1.6
EXT_AS_NZS_SHS_C450_L0,SHS 65x65x2.0
EXT_AS_NZS_SHS_C450_L0,SHS 65x65x2.5
EXT_AS_NZS_SHS_C450_L0,SHS 65x65x3.0
EXT_AS_NZS_SHS_C450_L0,SHS 65x65x4.0
EXT_AS_NZS_SHS_C450_L0,SHS 65x65x5.0
EXT_AS_NZS_SHS_C450_L0,SHS 65x65x6.0
EXT_AS_NZS_SHS_C450_L0,SHS 75x75x2.0
EXT_AS_NZS_SHS_C450_L0,SHS 75x75x2.5
EXT_AS_NZS_SHS_C450_L0,SHS 75x75x3.0
EXT_AS_NZS_SHS_C450_L0,SHS 75x75x3.5
EXT_AS_NZS_SHS_C450_L0,SHS 75x75x4.0
EXT_AS_NZS_SHS_C450_L0,SHS 75x75x5.0
EXT_AS_NZS_SHS_C450_L0,SHS 75x75x6.0
EXT_AS_NZS_SHS_C450_L0,SHS 89x89x2.0
EXT_AS_NZS_SHS_C450_L0,SHS 89x89x3.5
EXT_AS_NZS_SHS_C450_L0,SHS 89x89x5.0
EXT_AS_NZS_SHS_C450_L0,SHS 89x89x6.0
EXT_AS_NZS_SHS_C450_L0,SHS 90x90x2.0
EXT_AS_NZS_SHS_C450_L0,SHS 90x90x2.5
EXT_AS_NZS_Square,SMS10x10
EXT_AS_NZS_Square,SMS12x12
EXT_AS_NZS_Square,SMS14x14
EXT_AS_NZS_Square,SMS16x16
EXT_AS_NZS_Square,SMS18x18
EXT_AS_NZS_Square,SMS19x19
EXT_AS_NZS_Square,SMS20x20
EXT_AS_NZS_Square,SMS25x25
EXT_AS_NZS_Square,SMS28x28
EXT_AS_NZS_Square,SMS32x32
EXT_AS_NZS_Square,SMS35x35
EXT_AS_NZS_Square,SMS40x40
EXT_AS_NZS_SteelTube_P1,HST100/12
EXT_AS_NZS_SteelTube_P1,HST100/15
EXT_AS_NZS_SteelTube_P1,HST100/19
EXT_AS_NZS_SteelTube_P2,HST150/12
EXT_AS_NZS_SteelTube_P2,HST150/15
EXT_AS_NZS_SteelTube_P2,HST150/18
EXT_AS_NZS_SteelTube_P3,HST200/12
EXT_AS_NZS_SteelTube_P3,HST200/15
EXT_AS_NZS_SteelTube_P3,HST200/18
EXT_AS_NZS_SteelTube_P3,HST250/13
EXT_AS_NZS_SteelTube_P3,HST250/15
EXT_AS_NZS_SteelTube_P3,HST250/18
EXT_AS_NZS_SteelTube_P3,HST300/15
EXT_AS_NZS_SteelTube_P3,HST300/18
EXT_AS_NZS_SteelTube_P3,HST350/18
EXT_AS_NZS_SteelTube_P3,HST400/20
EXT_AS_NZS_TFB,TFB 100
EXT_AS_NZS_TFB,TFB 125
EXT_AS_NZS_UA,UA 100x75x10
EXT_AS_NZS_UA,UA 100x75x6
EXT_AS_NZS_UA,UA 100x75x8
EXT_AS_NZS_UA,UA 125x75x10
EXT_AS_NZS_UA,UA 125x75x12
EXT_AS_NZS_UA,UA 125x75x6
EXT_AS_NZS_UA,UA 125x75x8
EXT_AS_NZS_UA,UA 150x100x10
EXT_AS_NZS_UA,UA 150x100x12
EXT_AS_NZS_UA,UA 150x90x10
EXT_AS_NZS_UA,UA 150x90x12
EXT_AS_NZS_UA,UA 150x90x16
EXT_AS_NZS_UA,UA 150x90x8
EXT_AS_NZS_UA,UA 65x50x5
EXT_AS_NZS_UA,UA 65x50x6
EXT_AS_NZS_UA,UA 65x50x8
EXT_AS_NZS_UA,UA 75x50x5
EXT_AS_NZS_UA,UA 75x50x6
EXT_AS_NZS_UA,UA 75x50x8
EXT_AS_NZS_UB,UB 150x14.0
EXT_AS_NZS_UB,UB 150x18.0
EXT_AS_NZS_UB,UB 180x16.1
EXT_AS_NZS_UB,UB 180x18.1
EXT_AS_NZS_UB,UB 180x22.2
EXT_AS_NZS_UB,UB 200x18.2
EXT_AS_NZS_UB,UB 200x18.2_new
EXT_AS_NZS_UB,UB 200x22.3
EXT_AS_NZS_UB,UB 200x25.4
EXT_AS_NZS_UB,UB 200x29.8
EXT_AS_NZS_UB,UB 250x25.7
EXT_AS_NZS_UB,UB 250x31.4
EXT_AS_NZS_UB,UB 250x37.3
EXT_AS_NZS_UB,UB 310x32.0
EXT_AS_NZS_UB,UB 310x40.4
EXT_AS_NZS_UB,UB 310x46.2
EXT_AS_NZS_UB,UB 360x44.7
EXT_AS_NZS_UB,UB 360x50.7
EXT_AS_NZS_UB,UB 360x56.7
EXT_AS_NZS_UB,UB 410x53.7
EXT_AS_NZS_UB,UB 410x59.7
EXT_AS_NZS_UB,UB 460x67.1
EXT_AS_NZS_UB,UB 460x74.6
EXT_AS_NZS_UB,UB 460x82.1
EXT_AS_NZS_UB,UB 530x82.0
EXT_AS_NZS_UB,UB 530x92.4
EXT_AS_NZS_UB,UB 610x101
EXT_AS_NZS_UB,UB 610x113
EXT_AS_NZS_UB,UB 610x125
EXT_AS_NZS_UBP,UBP 200x122
EXT_AS_NZS_UBP,UBP 310x110
EXT_AS_NZS_UBP,UBP 310x149
EXT_AS_NZS_UBP,UBP 310x78.8
EXT_AS_NZS_UC,UC 100x14.8
EXT_AS_NZS_UC,UC 150x23.4
EXT_AS_NZS_UC,UC 150x30.0
EXT_AS_NZS_UC,UC 150x37.2
EXT_AS_NZS_UC,UC 200x46.2
EXT_AS_NZS_UC,UC 200x52.2
EXT_AS_NZS_UC,UC 200x59.5
EXT_AS_NZS_UC,UC 250x72.9
EXT_AS_NZS_UC,UC 250x89.5
EXT_AS_NZS_UC,UC 310x118
EXT_AS_NZS_UC,UC 310x137
EXT_AS_NZS_UC,UC 310x158
EXT_AS_NZS_UC,UC 310x96.8
EXT_AS_NZS_WB,WB 1000x215
EXT_AS_NZS_WB,WB 1000x258
EXT_AS_NZS_WB,WB 1000x296
EXT_AS_NZS_WB,WB 1000x322
EXT_AS_NZS_WB,WB 1200x249
EXT_AS_NZS_WB,WB 1200x278
EXT_AS_NZS_WB,WB 1200x317
EXT_AS_NZS_WB,WB 1200x342
EXT_AS_NZS_WB,WB 1200x392
EXT_AS_NZS_WB,WB 1200x423
EXT_AS_NZS_WB,WB 1200x455
EXT_AS_NZS_WB,WB 700x115
EXT_AS_NZS_WB,WB 700x130
EXT_AS_NZS_WB,WB 700x150
EXT_AS_NZS_WB,WB 700x173
EXT_AS_NZS_WB,WB 800x122
EXT_AS_NZS_WB,WB 800x146
EXT_AS_NZS_WB,WB 800x168
EXT_AS_NZS_WB,WB 800x192
EXT_AS_NZS_WB,WB 900x175
EXT_AS_NZS_WB,WB 900x218
EXT_AS_NZS_WB,WB 900x257
EXT_AS_NZS_WB,WB 900x282
EXT_AS_NZS_WC,WC 350x197
EXT_AS_NZS_WC,WC 350x230
EXT_AS_NZS_WC,WC 350x258
EXT_AS_NZS_WC,WC 350x280
EXT_AS_NZS_WC,WC 400x144
EXT_AS_NZS_WC,WC 400x181
EXT_AS_NZS_WC,WC 400x212
EXT_AS_NZS_WC,WC 400x270
EXT_AS_NZS_WC,WC 400x303
EXT_AS_NZS_WC,WC 400x328
EXT_AS_NZS_WC,WC 400x361
EXT_AS_NZS_WC,WC 500x228
EXT_AS_NZS_WC,WC 500x267
EXT_AS_NZS_WC,WC 500x290
EXT_AS_NZS_WC,WC 500x340
EXT_AS_NZS_WC,WC 500x383
EXT_AS_NZS_WC,WC 500x414
EXT_AS_NZS_WC,WC 500x440
